Mission_ID,Mission_Name,Agency,Country_Region,Agency_Type,Program_Type,Mission_Category,Sub_Category,Launch_Date,End_Date,Duration,Launch_Vehicle,Launch_Site,Status,Mission_Phase,Crew_Type,Crew_Members,Destination,Objective,Key_Achievement,Cost_USD_Million,Partner_Agencies,Data_Returned,Failure_Reason,Mission_Outcome_Detail,Reference_URL
CS-06219,CSA SmallSat Mission 6219,CSA,Canada,Government,Robotic,SmallSat,Science,1969-11-17,1977-02-27,7.3 years,Delta II,Kennedy Space Center,Success,Past,Crewed,"Pilot, PS1, MS2, PS2",SmallSat,ISS crew rotation and life support resupply,Failed to achieve orbit due to launch vehicle anomaly,1533.2,ESA,Yes,N/A,Captured highest resolution images to date,https://www.asc-csa.gc.ca/mission/csa-smallsat-mission-6219
BL-06220,Blue Origin SmallSat Mission 6220,Blue Origin,USA,Private,Technology Demo,SmallSat,Science,2027-09-03,N/A,Ongoing,New Glenn,Cape Canaveral LC-36,Upcoming,Future,Uncrewed,N/A,SmallSat,Asteroid composition and deflection study,Planned - objectives to be confirmed post-launch,11199.6,None,N/A,N/A,First images returned from target destination,https://www.blueorigin.com/missions/blue-origin-smallsat-mission-6220
IS-06221,ISRO Crewed Spaceflight Mission 6221,ISRO,India,Government,Technology Demo,Crewed Spaceflight,Space Station,2028-02-07,N/A,Ongoing,SLV,Thumba Equatorial Rocket Station,Upcoming,Future,Uncrewed,N/A,Crewed Spaceflight,Venus atmospheric chemistry and surface mapping,Planned - objectives to be confirmed post-launch,2096.8,JAXA,N/A,N/A,Successfully tested new propulsion system,https://www.isro.gov.in/mission/isro-crewed-spaceflight-mission-6221
DL-06222,DLR Earth Orbit Mission 6222,DLR,Germany,Government,Commercial,Earth Orbit,LEO,2002-10-01,2006-08-05,3.8 years,Vega,Kiruna,Success,Past,Uncrewed,N/A,Earth Orbit,Human lunar landing mission support,Achieved orbit insertion on first attempt,2790.5,ESA,No,N/A,Communication lost after initial deployment,https://www.dlr.de/mission/dlr-earth-orbit-mission-6222
CN-06223,CNSA Earth Orbit Mission 6223,CNSA,China,Government,Telescope,Earth Orbit,SSO,1977-11-02,1987-12-15,10.1 years,Long March 5,Wenchang,Success,Past,Uncrewed,N/A,Earth Orbit,Gamma-ray burst detection and cataloguing,Demonstrated reusable rocket landing,13347.6,None,Partial,N/A,Achieved orbit insertion on first attempt,http://www.cnsa.gov.cn/mission/cnsa-earth-orbit-mission-6223
SP-06224,SpaceX Mars Mission 6224,SpaceX,USA,Private,Human Spaceflight,Mars,Lander,1979-02-15,1993-02-16,14.0 years,Starship,Cape Canaveral,Failed,Past,Uncrewed,N/A,Mars,Asteroid composition and deflection study,Landing system failure on descent,1615.0,None,Yes,Landing system failure on descent,Successfully tested new propulsion system,https://www.spacex.com/missions/spacex-mars-mission-6224
JA-06225,JAXA Mercury Mission 6225,JAXA,Japan,Government,Robotic,Mercury,Flyby,2022-04-29,N/A,Ongoing,Epsilon,Kagoshima,Ongoing,Ongoing,Crewed,"PS1, MS3, PS2, Pilot, Commander, MS2",Mercury,Asteroid composition and deflection study,Discovered new geological features,2982.4,None,No,N/A,Confirmed presence of subsurface water,https://www.jaxa.jp/missions/jaxa-mercury-mission-6225
IS-06226,ISRO Mercury Mission 6226,ISRO,India,Government,Telescope,Mercury,Flyby,1967-05-24,1967-04-16,N/A,GSLV,Satish Dhawan Space Centre,Success,Past,Uncrewed,N/A,Mercury,Asteroid composition and deflection study,Communication lost after initial deployment,14986.0,None,No,N/A,Completed all primary mission objectives,https://www.isro.gov.in/mission/isro-mercury-mission-6226
DL-06227,DLR Moon Mission 6227,DLR,Germany,Government,Human Spaceflight,Moon,Impactor,1985-05-10,2000-12-27,15.6 years,Vega,Esrange,Success,Past,Crewed,"Commander, MS3, Pilot, PS2, MS2, MS1, PS1",Moon,Black hole imaging and stellar cataloguing,Deployed constellation of satellites,8185.0,None,Partial,N/A,Broke distance record for agency,https://www.dlr.de/mission/dlr-moon-mission-6227
JA-06228,JAXA Earth Observation Mission 6228,JAXA,Japan,Government,Telescope,Earth Observation,Land Survey,2023-03-13,N/A,Ongoing,H3,Kagoshima,Ongoing,Ongoing,Uncrewed,N/A,Earth Observation,Microgravity biology experiment in LEO,Captured highest resolution images to date,9174.9,CSA,No,N/A,Collected and returned surface samples,https://www.jaxa.jp/missions/jaxa-earth-observation-mission-6228
BL-06229,Blue Origin CubeSat Mission 6229,Blue Origin,USA,Private,Sounding Rocket,CubeSat,3U CubeSat,2023-10-20,N/A,Ongoing,New Shepard,West Texas (Corn Ranch),Ongoing,Ongoing,Uncrewed,N/A,CubeSat,Human lunar landing mission support,Detected water ice at target location,14771.1,None,Partial,N/A,Partial success - secondary objectives met,https://www.blueorigin.com/missions/blue-origin-cubesat-mission-6229
RO-06230,ROSCOSMOS Sounding Rocket Mission 6230,ROSCOSMOS,Russia,Government,Commercial,Sounding Rocket,Ionosphere Study,2020-02-17,N/A,Ongoing,Soyuz,Plesetsk Cosmodrome,Ongoing,Ongoing,Uncrewed,N/A,Sounding Rocket,Gamma-ray burst detection and cataloguing,Communication lost after initial deployment,13526.7,ESA,No,N/A,Extended mission beyond original timeline,https://www.roscosmos.ru/mission/roscosmos-sounding-rocket-mission-6230
ES-06231,ESA Deep Space Mission 6231,ESA,Europe,Government,Commercial,Deep Space,Probe,2022-12-23,N/A,Ongoing,Vega-C,Baikonur,Ongoing,Ongoing,Uncrewed,N/A,Deep Space,Asteroid composition and deflection study,Achieved supersonic retropropulsion,5036.0,NASA,Partial,N/A,Discovered new geological features,https://www.esa.int/Science_Exploration/esa-deep-space-mission-6231
DL-06232,DLR Sounding Rocket Mission 6232,DLR,Germany,Government,Sounding Rocket,Sounding Rocket,Ionosphere Study,2003-01-27,2015-08-07,12.5 years,Ariane 5,Kiruna,Partial Success,Past,Uncrewed,N/A,Sounding Rocket,Jupiter moon subsurface ocean investigation,Detected water ice at target location,6306.8,None,No,Reduced data return,Broke distance record for agency,https://www.dlr.de/mission/dlr-sounding-rocket-mission-6232
BL-06233,Blue Origin Communication Satellite Mission 6233,Blue Origin,USA,Private,Robotic,Communication Satellite,Geostationary,1974-07-07,N/A,Ongoing,New Shepard,Cape Canaveral LC-36,Ongoing,Past,Uncrewed,N/A,Communication Satellite,Interplanetary navigation technology test,Completed all primary mission objectives,14578.5,None,Yes,N/A,Landed successfully within target zone,https://www.blueorigin.com/missions/blue-origin-communication-satellite-mission-6233
JA-06234,JAXA Mercury Mission 6234,JAXA,Japan,Government,Technology Demo,Mercury,Orbiter,2026-12-27,N/A,Ongoing,H3,Uchinoura,Upcoming,Future,Uncrewed,N/A,Mercury,Gamma-ray burst detection and cataloguing,Planned - objectives to be confirmed post-launch,7201.9,NASA,N/A,N/A,Successfully tested new propulsion system,https://www.jaxa.jp/missions/jaxa-mercury-mission-6234
DL-06235,DLR Crewed Spaceflight Mission 6235,DLR,Germany,Government,Telescope,Crewed Spaceflight,Space Station,1995-11-15,2001-02-15,5.3 years,Ariane 6,Esrange,Failed,Past,Crewed,"Pilot, MS3, MS2, MS1, PS2, PS1, Commander",Crewed Spaceflight,Solar wind and coronal mass ejection monitoring,Debris impact damaged solar panels,12557.2,None,Partial,Debris impact damaged solar panels,Broke distance record for agency,https://www.dlr.de/mission/dlr-crewed-spaceflight-mission-6235
DL-06236,DLR Mercury Mission 6236,DLR,Germany,Government,Human Spaceflight,Mercury,Flyby,2033-12-28,N/A,Ongoing,Sounding Rocket,Esrange,Upcoming,Future,Uncrewed,N/A,Mercury,Technology demonstration for future deep space missions,Planned - objectives to be confirmed post-launch,1542.5,NASA,N/A,N/A,Mission ongoing - data collection in progress,https://www.dlr.de/mission/dlr-mercury-mission-6236
CN-06237,CNSA Moon Mission 6237,CNSA,China,Government,Robotic,Moon,Lander,1979-05-31,1981-06-25,2.1 years,Long March 5,Xichang,Success,Past,Uncrewed,N/A,Moon,Mars sample return mission support,Landed successfully within target zone,865.7,None,Yes,N/A,Landed successfully within target zone,http://www.cnsa.gov.cn/mission/cnsa-moon-mission-6237
SP-06238,SpaceX Mercury Mission 6238,SpaceX,USA,Private,Satellite,Mercury,Flyby,2026-03-29,N/A,Ongoing,Falcon 9,Vandenberg SFB,Upcoming,Future,Uncrewed,N/A,Mercury,Deep space gravitational wave detection,Planned - objectives to be confirmed post-launch,1453.3,None,N/A,N/A,Mission ongoing - data collection in progress,https://www.spacex.com/missions/spacex-mercury-mission-6238
CN-06239,CNES Saturn Mission 6239,CNES,France,Government,Robotic,Saturn,Flyby,2011-12-10,2016-12-04,5.0 years,Diamant,Hammaguir,Success,Past,Uncrewed,N/A,Saturn,Microgravity biology experiment in LEO,Achieved orbit insertion on first attempt,13630.0,NASA,Yes,N/A,First images returned from target destination,https://cnes.fr/mission/cnes-saturn-mission-6239
DL-06240,DLR CubeSat Mission 6240,DLR,Germany,Government,Human Spaceflight,CubeSat,3U CubeSat,1974-12-06,1979-12-07,5.0 years,Vega,Kiruna,Success,Past,Uncrewed,N/A,CubeSat,Deep space gravitational wave detection,Successfully deployed all planned instruments,2320.5,None,Yes,N/A,Planned - objectives to be confirmed post-launch,https://www.dlr.de/mission/dlr-cubesat-mission-6240
DL-06241,DLR SmallSat Mission 6241,DLR,Germany,Government,Technology Demo,SmallSat,IoT Connectivity,2024-12-20,N/A,Ongoing,Sounding Rocket,Esrange,Ongoing,Ongoing,Uncrewed,N/A,SmallSat,Lunar surface exploration and soil sample collection,First crewed landing at destination,12457.8,None,No,N/A,Planned - objectives to be confirmed post-launch,https://www.dlr.de/mission/dlr-smallsat-mission-6241
AS-06242,ASI Mars Mission 6242,ASI,Italy,Government,Human Spaceflight,Mars,Helicopter,2025-01-02,N/A,Ongoing,Vega,Broglio Space Centre,Ongoing,Ongoing,Uncrewed,N/A,Mars,Neptune and Uranus atmospheric study flyby,Successfully tested new propulsion system,5800.0,None,Partial,N/A,Achieved supersonic retropropulsion,https://www.asi.it/mission/asi-mars-mission-6242
SP-06243,SpaceX CubeSat Mission 6243,SpaceX,USA,Private,Satellite,CubeSat,6U CubeSat,2026-10-17,N/A,Ongoing,Falcon Heavy,Cape Canaveral,Ongoing,Ongoing,Uncrewed,N/A,CubeSat,Jupiter moon subsurface ocean investigation,First crewed landing at destination,9946.6,None,Partial,N/A,Planned - objectives to be confirmed post-launch,https://www.spacex.com/missions/spacex-cubesat-mission-6243
CN-06244,CNES SmallSat Mission 6244,CNES,France,Government,Commercial,SmallSat,Tech Demo,2024-11-06,N/A,Ongoing,Ariane 5,Hammaguir,Ongoing,Ongoing,Uncrewed,N/A,SmallSat,Technology demonstration for future deep space missions,Historic first for agency and country,1965.5,NASA,Yes,N/A,Successfully deployed all planned instruments,https://cnes.fr/mission/cnes-smallsat-mission-6244
IS-06245,ISRO Moon Mission 6245,ISRO,India,Government,Robotic,Moon,Sample Return,2015-12-20,2016-06-19,182 days,GSLV,Thumba Equatorial Rocket Station,Failed,Past,Uncrewed,N/A,Moon,Mars sample return mission support,Orbit insertion burn anomaly,6211.6,ESA,Partial,Orbit insertion burn anomaly,Partial success - secondary objectives met,https://www.isro.gov.in/mission/isro-moon-mission-6245
NA-06246,NASA Sounding Rocket Mission 6246,NASA,USA,Government,Technology Demo,Sounding Rocket,Microgravity Exp,1989-06-24,1991-05-13,1.9 years,Atlas V,Vandenberg SFB,Failed,Past,Uncrewed,N/A,Sounding Rocket,Space debris monitoring and removal,Orbit insertion burn anomaly,10027.2,ESA,Partial,Orbit insertion burn anomaly,Exceeded planned science return by 3x,https://www.nasa.gov/mission/nasa-sounding-rocket-mission-6246
AS-06247,ASI Asteroid Mission 6247,ASI,Italy,Government,Technology Demo,Asteroid,Rendezvous,2029-03-16,N/A,Ongoing,Scout,Broglio Space Centre,Upcoming,Future,Uncrewed,N/A,Asteroid,Reusable launch vehicle technology demonstration,Planned - objectives to be confirmed post-launch,2076.4,None,N/A,N/A,Discovered new geological features,https://www.asi.it/mission/asi-asteroid-mission-6247
JA-06248,JAXA CubeSat Mission 6248,JAXA,Japan,Government,Sounding Rocket,CubeSat,6U CubeSat,2024-06-19,N/A,Ongoing,H3,Kagoshima,Ongoing,Ongoing,Crewed,"Pilot, MS2, PS1, MS1",CubeSat,Interplanetary navigation technology test,Achieved orbit insertion on first attempt,9874.1,None,No,N/A,Landed successfully within target zone,https://www.jaxa.jp/missions/jaxa-cubesat-mission-6248
JA-06249,JAXA Deep Space Mission 6249,JAXA,Japan,Government,Human Spaceflight,Deep Space,Voyager-type,2035-06-26,N/A,Ongoing,H-IIB,Tanegashima,Upcoming,Future,Uncrewed,N/A,Deep Space,Earth observation for disaster management,Planned - objectives to be confirmed post-launch,9592.5,None,N/A,N/A,Confirmed presence of subsurface water,https://www.jaxa.jp/missions/jaxa-deep-space-mission-6249
IS-06250,ISRO Telescope Mission 6250,ISRO,India,Government,Satellite,Telescope,Gamma Ray,2009-02-03,N/A,Ongoing,SLV,Satish Dhawan Space Centre,Ongoing,Past,Uncrewed,N/A,Telescope,Solar wind and coronal mass ejection monitoring,Exceeded planned science return by 3x,13417.4,None,Partial,N/A,Captured highest resolution images to date,https://www.isro.gov.in/mission/isro-telescope-mission-6250
CS-06251,CSA SmallSat Mission 6251,CSA,Canada,Government,Technology Demo,SmallSat,IoT Connectivity,1998-08-03,2008-01-25,9.5 years,Delta II,Kennedy Space Center,Success,Past,Uncrewed,N/A,SmallSat,Gamma-ray burst detection and cataloguing,Detected organic molecules at surface,668.6,None,Partial,N/A,Broke distance record for agency,https://www.asc-csa.gc.ca/mission/csa-smallsat-mission-6251
SP-06252,SpaceX Communication Satellite Mission 6252,SpaceX,USA,Private,Human Spaceflight,Communication Satellite,LEO Constellation,2026-04-07,N/A,Ongoing,Falcon 1,Cape Canaveral,Ongoing,Ongoing,Uncrewed,N/A,Communication Satellite,Solar wind and coronal mass ejection monitoring,First crewed landing at destination,4731.2,NASA,Partial,N/A,Detected water ice at target location,https://www.spacex.com/missions/spacex-communication-satellite-mission-6252
BL-06253,Blue Origin Asteroid Mission 6253,Blue Origin,USA,Private,Sounding Rocket,Asteroid,Rendezvous,1978-08-04,1984-09-09,6.1 years,New Glenn,Cape Canaveral LC-36,Success,Past,Uncrewed,N/A,Asteroid,Mars sample return mission support,Landed successfully within target zone,13481.8,None,Yes,N/A,Achieved orbit insertion on first attempt,https://www.blueorigin.com/missions/blue-origin-asteroid-mission-6253
ES-06254,ESA Venus Mission 6254,ESA,Europe,Government,Human Spaceflight,Venus,Orbiter,2021-08-21,N/A,Ongoing,Soyuz (ESA),Kourou (French Guiana),Ongoing,Ongoing,Crewed,"MS2, MS1, PS1, Pilot",Venus,Technology demonstration for future deep space missions,Failed to achieve orbit due to launch vehicle anomaly,9862.8,None,Yes,N/A,Detected organic molecules at surface,https://www.esa.int/Science_Exploration/esa-venus-mission-6254
ES-06255,ESA CubeSat Mission 6255,ESA,Europe,Government,Commercial,CubeSat,6U CubeSat,2000-05-28,2014-07-22,14.2 years,Soyuz (ESA),Baikonur,Success,Past,Crewed,"PS2, Commander, MS3",CubeSat,Microgravity biology experiment in LEO,Achieved orbit insertion on first attempt,11230.9,None,Yes,N/A,First images returned from target destination,https://www.esa.int/Science_Exploration/esa-cubesat-mission-6255
RO-06256,ROSCOSMOS Asteroid Mission 6256,ROSCOSMOS,Russia,Government,Human Spaceflight,Asteroid,Impactor,1990-10-07,1997-02-05,6.3 years,Rokot,Vostochny Cosmodrome,Success,Past,Uncrewed,N/A,Asteroid,Black hole imaging and stellar cataloguing,Deployed constellation of satellites,590.9,ESA,Partial,N/A,Achieved supersonic retropropulsion,https://www.roscosmos.ru/mission/roscosmos-asteroid-mission-6256
JA-06257,JAXA ISS Mission 6257,JAXA,Japan,Government,Human Spaceflight,ISS,Module Delivery,1996-02-10,1997-01-18,343 days,H-IIB,Kagoshima,Failed,Past,Uncrewed,N/A,ISS,Interplanetary navigation technology test,Communication failure post-separation,5605.3,None,Partial,Communication failure post-separation,Successfully deployed all planned instruments,https://www.jaxa.jp/missions/jaxa-iss-mission-6257
CN-06258,CNES Deep Space Mission 6258,CNES,France,Government,Satellite,Deep Space,Flyby,1992-04-10,1995-10-21,3.5 years,Diamant,Hammaguir,Failed,Past,Uncrewed,N/A,Deep Space,Next-generation communication satellite deployment,N/A,3899.5,None,Yes,N/A,First crewed landing at destination,https://cnes.fr/mission/cnes-deep-space-mission-6258
CN-06259,CNES Venus Mission 6259,CNES,France,Government,Technology Demo,Venus,Atmospheric Probe,2008-11-05,N/A,Ongoing,Diamant,Kourou (French Guiana),Ongoing,Past,Uncrewed,N/A,Venus,Human lunar landing mission support,Landed successfully within target zone,6076.3,None,No,N/A,Planned - objectives to be confirmed post-launch,https://cnes.fr/mission/cnes-venus-mission-6259
ES-06260,ESA Sun/Solar Mission 6260,ESA,Europe,Government,Human Spaceflight,Sun/Solar,Parker-type,2017-07-25,2017-03-14,N/A,Ariane 6,Baikonur,Partial Success,Past,Uncrewed,N/A,Sun/Solar,ISS crew rotation and life support resupply,Successfully tested new propulsion system,1882.5,ASI,No,Secondary objective not met,Landed successfully within target zone,https://www.esa.int/Science_Exploration/esa-sun/solar-mission-6260
IS-06261,ISRO Mercury Mission 6261,ISRO,India,Government,Satellite,Mercury,Flyby,1986-08-07,1987-05-05,271 days,GSLV,Thumba Equatorial Rocket Station,Success,Past,Uncrewed,N/A,Mercury,Commercial crew certification flight,Achieved orbit insertion on first attempt,3708.4,None,No,N/A,Confirmed presence of subsurface water,https://www.isro.gov.in/mission/isro-mercury-mission-6261
CN-06262,CNSA Crewed Spaceflight Mission 6262,CNSA,China,Government,Technology Demo,Crewed Spaceflight,Moon Mission,2018-04-05,2019-10-15,1.5 years,Long March 5,Taiyuan,Success,Past,Uncrewed,N/A,Crewed Spaceflight,Reusable launch vehicle technology demonstration,Discovered new geological features,3967.4,None,Yes,N/A,Demonstrated reusable rocket landing,http://www.cnsa.gov.cn/mission/cnsa-crewed-spaceflight-mission-6262
ES-06263,ESA ISS Mission 6263,ESA,Europe,Government,Human Spaceflight,ISS,Cargo Resupply,2023-09-27,N/A,Ongoing,Ariane 6,Baikonur,Ongoing,Ongoing,Uncrewed,N/A,ISS,Deep space gravitational wave detection,Failed to achieve orbit due to launch vehicle anomaly,10761.0,None,Partial,N/A,Landed successfully within target zone,https://www.esa.int/Science_Exploration/esa-iss-mission-6263
